YEAR,RANK,RIDER,RIDER NO.,TEAM,TIMES,GAP,DISTNACE
2017,31, ROBERT KIŠERLOVSKI,124,TEAM KATUSHA ALPECIN,87H 46' 20'',+ 01H 25' 25'',3540
2017,32, AMAEL MOINARD,45,BMC RACING TEAM,87H 52' 57'',+ 01H 32' 02'',3540
2017,33, NICOLAS ROCHE,46,BMC RACING TEAM,87H 53' 30'',+ 01H 32' 35'',3540
2017,34, THOMAS DEGAND,203,WANTY - GROUPE GOBERT,87H 54' 57'',+ 01H 34' 02'',3540
2017,35, LILIAN CALMEJANE,173,DIRECT ENERGIE,87H 56' 11'',+ 01H 35' 16'',3540
2017,36, RUDY MOLARD,77,FDJ,87H 56' 50'',+ 01H 35' 55'',3540
2017,37, BEN GASTAUER,15,AG2R LA MONDIALE,87H 59' 28'',+ 01H 38' 33'',3540
2017,38, PRIMOŽ ROGLIC,166,TEAM LOTTO NL - JUMBO,88H 05' 36'',+ 01H 44' 41'',3540
2017,39, DIEGO ULISSI,69,UAE TEAM EMIRATES,88H 06' 18'',+ 01H 45' 23'',3540
2017,40, MARCO MINNAARD,204,WANTY - GROUPE GOBERT,88H 09' 06'',+ 01H 48' 11'',3540
2017,41, JOHN DARWIN ATAPUMA HURTADO,62,UAE TEAM EMIRATES,88H 11' 26'',+ 01H 50' 31'',3540
2017,42, PIERRE LUC PERICHON,216,TEAM FORTUNEO - OSCARO,88H 18' 24'',+ 01H 57' 29'',3540
2017,43, NATHAN BROWN,184,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,88H 18' 47'',+ 01H 57' 52'',3540
2017,44, ANDREY ZEITS,59,ASTANA PRO TEAM,88H 20' 04'',+ 01H 59' 09'',3540
2017,45, JANEZ BRAJKOVIC,195,BAHRAIN - MERIDA,88H 21' 33'',+ 02H 00' 38'',3540
2017,46, JARLINSON PANTANO GOMEZ,38,TREK - SEGAFREDO,88H 22' 25'',+ 02H 01' 30'',3540
2017,47, DARYL IMPEY,86,ORICA - SCOTT,88H 22' 54'',+ 02H 01' 59'',3540
2017,48, CYRIL GAUTIER,16,AG2R LA MONDIALE,88H 24' 19'',+ 02H 03' 24'',3540
2017,49, ANDREW TALANSKY,187,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,88H 24' 22'',+ 02H 03' 27'',3540
2017,50, KRISTIJAN ÐURASEK,64,UAE TEAM EMIRATES,88H 25' 48'',+ 02H 04' 53'',3540
2017,51, THOMAS DE GENDT,134,LOTTO SOUDAL,88H 26' 31'',+ 02H 05' 36'',3540
2017,52, HAIMAR ZUBELDIA,39,TREK - SEGAFREDO,88H 27' 25'',+ 02H 06' 30'',3540
2017,53, GIANLUCA BRAMBILLA,103,QUICK - STEP FLOORS,88H 27' 52'',+ 02H 06' 57'',3540
2017,54, PIERRE ROLLAND,181,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,88H 32' 49'',+ 02H 11' 54'',3540
2017,55, MAXIME BOUET,212,TEAM FORTUNEO - OSCARO,88H 34' 18'',+ 02H 13' 23'',3540
2017,56, LUIS ANGEL MATE MARDONES,156,"COFIDIS, SOLUTIONS CRÉDITS",88H 36' 23'',+ 02H 15' 28'',3540
2017,57, MICHAL KWIATKOWSKI,5,TEAM SKY,88H 38' 43'',+ 02H 17' 48'',3540
2017,58, GREG VAN AVERMAET,48,BMC RACING TEAM,88H 40' 09'',+ 02H 19' 14'',3540
2017,59, JENS KEUKELEIRE,87,ORICA - SCOTT,88H 43' 21'',+ 02H 22' 26'',3540
2017,60, JONATHAN CASTROVIEJO,25,MOVISTAR TEAM,88H 43' 39'',+ 02H 22' 44'',3540
2017,61, MICHAEL VALGREN,58,ASTANA PRO TEAM,88H 46' 31'',+ 02H 25' 36'',3540
2017,62, JOHAN ESTEBAN CHAVES RUBIO,81,ORICA - SCOTT,88H 48' 29'',+ 02H 27' 34'',3540
2017,63, OLIVER NAESEN,18,AG2R LA MONDIALE,88H 48' 57'',+ 02H 28' 02'',3540
2017,64, SIMON GESCHKE,145,TEAM SUNWEB,88H 49' 52'',+ 02H 28' 57'',3540
2017,65, EDUARDO SEPULVEDA,218,TEAM FORTUNEO - OSCARO,88H 52' 00'',+ 02H 31' 05'',3540
2017,66, ROMAIN SICARD,178,DIRECT ENERGIE,88H 54' 19'',+ 02H 33' 24'',3540
2017,67, LAURENS TEN DAM,147,TEAM SUNWEB,88H 55' 51'',+ 02H 34' 56'',3540
2017,68, AXEL DOMONT,13,AG2R LA MONDIALE,88H 56' 28'',+ 02H 35' 33'',3540
2017,69, MICHAEL MATTHEWS,141,TEAM SUNWEB,88H 57' 31'',+ 02H 36' 36'',3540
2017,70, KOEN DE KORT,32,TREK - SEGAFREDO,88H 59' 28'',+ 02H 38' 33'',3540
2017,71, ALEXEY LUTSENKO,57,ASTANA PRO TEAM,89H 00' 05'',+ 02H 39' 10'',3540
2017,72, MICHAEL SCHÄR,47,BMC RACING TEAM,89H 02' 49'',+ 02H 41' 54'',3540
2017,73, TSGABU GEBREMARYAM GRMAY,198,BAHRAIN - MERIDA,89H 03' 10'',+ 02H 42' 15'',3540
2017,74, TIAGO MACHADO,127,TEAM KATUSHA ALPECIN,89H 04' 31'',+ 02H 43' 36'',3540
2017,75, MAURITS LAMMERTINK,126,TEAM KATUSHA ALPECIN,89H 04' 56'',+ 02H 44' 01'',3540
2017,76, NICOLAS EDET,153,"COFIDIS, SOLUTIONS CRÉDITS",89H 06' 06'',+ 02H 45' 11'',3540
2017,77, DYLAN VAN BAARLE,189,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,89H 08' 06'',+ 02H 47' 11'',3540
2017,78, EDVALD BOASSON HAGEN,92,TEAM DIMENSION DATA,89H 09' 07'',+ 02H 48' 12'',3540
2017,79, STEFAN KÜNG,44,BMC RACING TEAM,89H 10' 12'',+ 02H 49' 17'',3540
2017,80, PAWEL POLJANSKI,117,BORA - HANSGROHE,89H 14' 37'',+ 02H 53' 42'',3540
2017,81, DANILO WYSS,49,BMC RACING TEAM,89H 14' 46'',+ 02H 53' 51'',3540
2017,82, PAUL MARTENS,165,TEAM LOTTO NL - JUMBO,89H 15' 09'',+ 02H 54' 14'',3540
2017,83, BEN SWIFT,68,UAE TEAM EMIRATES,89H 15' 43'',+ 02H 54' 48'',3540
2017,84, NIKIAS ARNDT,142,TEAM SUNWEB,89H 15' 49'',+ 02H 54' 54'',3540
2017,85, ELIE GESBERT,214,TEAM FORTUNEO - OSCARO,89H 16' 08'',+ 02H 55' 13'',3540
2017,86, SIMON CLARKE,185,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,89H 16' 22'',+ 02H 55' 27'',3540
2017,87, ANDREY AMADOR,22,MOVISTAR TEAM,89H 17' 38'',+ 02H 56' 43'',3540
2017,88, DAMIEN HOWSON,85,ORICA - SCOTT,89H 17' 52'',+ 02H 56' 57'',3540
2017,89, ANGELO TULIK,179,DIRECT ENERGIE,89H 18' 00'',+ 02H 57' 05'',3540
2017,90, ALBERTO BETTIOL,182,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,89H 18' 51'',+ 02H 57' 56'',3540
2017,91, THOMAS VOECKLER,171,DIRECT ENERGIE,89H 19' 46'',+ 02H 58' 51'',3540
2017,92, IMANOL ERVITI,26,MOVISTAR TEAM,89H 21' 16'',+ 03H 00' 21'',3540
2017,93, BAKHTIYAR KOZHATAYEV,56,ASTANA PRO TEAM,89H 25' 06'',+ 03H 04' 11'',3540
2017,94, JAY MC CARTHY,116,BORA - HANSGROHE,89H 26' 08'',+ 03H 05' 13'',3540
2017,95, NILS POLITT,128,TEAM KATUSHA ALPECIN,89H 26' 47'',+ 03H 05' 52'',3540
2017,96, MARCO MARCATO,66,UAE TEAM EMIRATES,89H 26' 48'',+ 03H 05' 53'',3540
2017,97, JESUS HERRADA,27,MOVISTAR TEAM,89H 27' 00'',+ 03H 06' 05'',3540
2017,98, MICHAEL ALBASINI,82,ORICA - SCOTT,89H 27' 50'',+ 03H 06' 55'',3540
2017,99, ALESSANDRO DE MARCHI,43,BMC RACING TEAM,89H 28' 20'',+ 03H 07' 25'',3540
2017,100, PIETER VANSPEYBROUCK,209,WANTY - GROUPE GOBERT,89H 30' 33'',+ 03H 09' 38'',3540
2017,101, TONY MARTIN,121,TEAM KATUSHA ALPECIN,89H 31' 13'',+ 03H 10' 18'',3540
2017,102, ZDENEK STYBAR,107,QUICK - STEP FLOORS,89H 33' 07'',+ 03H 12' 12'',3540
2017,103, FLORIAN VACHON,219,TEAM FORTUNEO - OSCARO,89H 34' 05'',+ 03H 13' 10'',3540
2017,104, DANIELE BENNATI,23,MOVISTAR TEAM,89H 34' 39'',+ 03H 13' 44'',3540
2017,105, JACK BAUER,102,QUICK - STEP FLOORS,89H 36' 08'',+ 03H 15' 13'',3540
2017,106, PERRIG QUEMENEUR,177,DIRECT ENERGIE,89H 36' 35'',+ 03H 15' 40'',3540
2017,107, SCOTT THWAITES,98,TEAM DIMENSION DATA,89H 37' 23'',+ 03H 16' 28'',3540
2017,108, JASHA SÜTTERLIN,28,MOVISTAR TEAM,89H 38' 48'',+ 03H 17' 53'',3540
2017,109, YUKIYA ARASHIRO,192,BAHRAIN - MERIDA,89H 39' 11'',+ 03H 18' 16'',3540
2017,110, YOANN OFFREDO,205,WANTY - GROUPE GOBERT,89H 41' 45'',+ 03H 20' 50'',3540
2017,111, MATTEO BONO,63,UAE TEAM EMIRATES,89H 41' 54'',+ 03H 20' 59'',3540
2017,112, VASILI KIRYIENKA,3,TEAM SKY,89H 42' 10'',+ 03H 21' 15'',3540
2017,113, ADAM JAMES HANSEN,136,LOTTO SOUDAL,89H 43' 26'',+ 03H 22' 31'',3540
2017,114, PATRICK BEVIN,183,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,89H 43' 55'',+ 03H 23' 00'',3540
2017,115, DMITRIY GRUZDEV,55,ASTANA PRO TEAM,89H 45' 37'',+ 03H 24' 42'',3540
2017,116, MACIEJ BODNAR,112,BORA - HANSGROHE,89H 47' 53'',+ 03H 26' 58'',3540
2017,117, JULIEN SIMON,159,"COFIDIS, SOLUTIONS CRÉDITS",89H 50' 16'',+ 03H 29' 21'',3540
2017,118, REINARDT JANSE VAN RENSBURG,95,TEAM DIMENSION DATA,89H 51' 49'',+ 03H 30' 54'',3540
2017,119, JAVIER MORENO BAZAN,199,BAHRAIN - MERIDA,89H 53' 01'',+ 03H 32' 06'',3540
2017,120, ANDREY GRIVKO,54,ASTANA PRO TEAM,89H 53' 09'',+ 03H 32' 14'',3540
2017,121, JOHN DEGENKOLB,33,TREK - SEGAFREDO,89H 56' 09'',+ 03H 35' 14'',3540
2017,122, SONNY COLBRELLI,197,BAHRAIN - MERIDA,89H 57' 17'',+ 03H 36' 22'',3540
2017,123, LARS BAK YTTING,132,LOTTO SOUDAL,89H 57' 59'',+ 03H 37' 04'',3540
2017,124, DION SMITH,207,WANTY - GROUPE GOBERT,90H 00' 19'',+ 03H 39' 24'',3540
2017,125, LAURENT PICHON,217,TEAM FORTUNEO - OSCARO,90H 00' 40'',+ 03H 39' 45'',3540
2017,126, ADRIEN PETIT,176,DIRECT ENERGIE,90H 02' 29'',+ 03H 41' 34'',3540
2017,127, VEGARD STAKE LAENGEN,65,UAE TEAM EMIRATES,90H 02' 47'',+ 03H 41' 52'',3540
2017,128, CYRIL LEMOINE,155,"COFIDIS, SOLUTIONS CRÉDITS",90H 04' 40'',+ 03H 43' 45'',3540
2017,129, MIKE TEUNISSEN,148,TEAM SUNWEB,90H 04' 47'',+ 03H 43' 52'',3540
2017,130, ALEXANDER KRISTOFF,125,TEAM KATUSHA ALPECIN,90H 06' 35'',+ 03H 45' 40'',3540
2017,131, MARCUS BURGHARDT,114,BORA - HANSGROHE,90H 06' 52'',+ 03H 45' 57'',3540
2017,132, FREDERIK BACKAERT,202,WANTY - GROUPE GOBERT,90H 07' 31'',+ 03H 46' 36'',3540
2017,133, CHRISTOPHE LAPORTE,154,"COFIDIS, SOLUTIONS CRÉDITS",90H 07' 42'',+ 03H 46' 47'',3540
2017,134, YOHANN GENE,175,DIRECT ENERGIE,90H 08' 03'',+ 03H 47' 08'',3540
2017,135, MARKEL IRIZAR ARRANBURU,36,TREK - SEGAFREDO,90H 08' 05'',+ 03H 47' 10'',3540
2017,136, JURGEN ROELANDTS,137,LOTTO SOUDAL,90H 08' 15'',+ 03H 47' 20'',3540
2017,137, ANDREA PASQUALON,206,WANTY - GROUPE GOBERT,90H 12' 13'',+ 03H 51' 18'',3540
2017,138, NACER BOUHANNI,151,"COFIDIS, SOLUTIONS CRÉDITS",90H 12' 24'',+ 03H 51' 29'',3540
2017,139, JULIEN VERMOTE,109,QUICK - STEP FLOORS,90H 13' 49'',+ 03H 52' 54'',3540
2017,140, THOMAS BOUDAT,172,DIRECT ENERGIE,90H 14' 03'',+ 03H 53' 08'',3540
2017,141, STEPHEN CUMMINGS,93,TEAM DIMENSION DATA,90H 14' 05'',+ 03H 53' 10'',3540
2017,142, ROY CURVERS,144,TEAM SUNWEB,90H 14' 33'',+ 03H 53' 38'',3540
2017,143, GREGA BOLE,193,BAHRAIN - MERIDA,90H 16' 24'',+ 03H 55' 29'',3540
2017,144, CHRISTIAN KNEES,4,TEAM SKY,90H 16' 26'',+ 03H 55' 31'',3540
2017,145, RICK ZABEL,129,TEAM KATUSHA ALPECIN,90H 16' 43'',+ 03H 55' 48'',3540
2017,146, MICHAEL GOGL,35,TREK - SEGAFREDO,90H 20' 01'',+ 03H 59' 06'',3540
2017,147, GUILLAUME VAN KEIRSBULCK,208,WANTY - GROUPE GOBERT,90H 20' 43'',+ 03H 59' 48'',3540
2017,148, RAMON SINKELDAM,146,TEAM SUNWEB,90H 22' 49'',+ 04H 01' 54'',3540
2017,149, ANDRÉ GREIPEL,131,LOTTO SOUDAL,90H 23' 49'',+ 04H 02' 54'',3540
2017,150, RETO HOLLENSTEIN,123,TEAM KATUSHA ALPECIN,90H 24' 40'',+ 04H 03' 45'',3540
2017,151, MATHEW HAYMAN,84,ORICA - SCOTT,90H 26' 12'',+ 04H 05' 17'',3540
2017,152, DAVIDE CIMOLAI,72,FDJ,90H 27' 10'',+ 04H 06' 15'',3540
2017,153, BERNHARD EISEL,94,TEAM DIMENSION DATA,90H 31' 13'',+ 04H 10' 18'',3540
2017,154, FABIO SABATINI,106,QUICK - STEP FLOORS,90H 31' 20'',+ 04H 10' 25'',3540
2017,155, MARCO HALLER,122,TEAM KATUSHA ALPECIN,90H 34' 45'',+ 04H 13' 50'',3540
2017,156, DYLAN GROENEWEGEN,163,TEAM LOTTO NL - JUMBO,90H 36' 57'',+ 04H 16' 02'',3540
2017,157, ALBERT TIMMER,149,TEAM SUNWEB,90H 37' 16'',+ 04H 16' 21'',3540
2017,158, OLIVIER LE GAC,76,FDJ,90H 38' 16'',+ 04H 17' 21'',3540
2017,159, TAYLOR PHINNEY,186,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,90H 39' 10'',+ 04H 18' 15'',3540
2017,160, BORUT BOZIC,194,BAHRAIN - MERIDA,90H 39' 36'',+ 04H 18' 41'',3540
2017,161, FLORIAN SENECHAL,158,"COFIDIS, SOLUTIONS CRÉDITS",90H 40' 12'',+ 04H 19' 17'',3540
2017,162, JACOBUS VENTER,99,TEAM DIMENSION DATA,90H 41' 11'',+ 04H 20' 16'',3540
2017,163, DIMITRI CLAEYS,152,"COFIDIS, SOLUTIONS CRÉDITS",90H 45' 56'',+ 04H 25' 01'',3540
2017,164, ROBERT WAGNER,169,TEAM LOTTO NL - JUMBO,90H 46' 07'',+ 04H 25' 12'',3540
2017,165, RÜDIGER SELIG,119,BORA - HANSGROHE,90H 47' 38'',+ 04H 26' 43'',3540
2017,166, THOMAS LEEZER,164,TEAM LOTTO NL - JUMBO,90H 53' 16'',+ 04H 32' 21'',3540
2017,167, LUKE ROWE,8,TEAM SKY,90H 56' 47'',+ 04H 35' 52'',3525
2016,1, CHRIS FROOME,1,TEAM SKY,89H 04' 48'',-,3525
2016,2, ROMAIN BARDET,41,AG2R LA MONDIALE,89H 08' 53'',+ 00H 04' 05'',3525
2016,3, NAIRO QUINTANA,11,MOVISTAR TEAM,89H 09' 09'',+ 00H 04' 21'',3525
2016,4, ADAM YATES,209,ORICA-BIKEEXCHANGE,89H 09' 30'',+ 00H 04' 42'',3525
2016,5, RICHIE PORTE,91,BMC RACING TEAM,89H 10' 05'',+ 00H 05' 17'',3525
2016,6, ALEJANDRO VALVERDE,12,MOVISTAR TEAM,89H 11' 04'',+ 00H 06' 16'',3525
2016,7, JOAQUIN RODRIGUEZ OLIVER,141,TEAM KATUSHA,89H 11' 46'',+ 00H 06' 58'',3525
2016,8, LOUIS MEINTJES,157,LAMPRE - MERIDA,89H 11' 46'',+ 00H 06' 58'',3525
2016,9, DANIEL MARTIN,184,ETIXX-QUICK STEP,89H 11' 52'',+ 00H 07' 04'',3525
2016,10, ROMAN KREUZIGER,36,TINKOFF,89H 11' 59'',+ 00H 07' 11'',3525
2016,11, BAUKE MOLLEMA,61,TREK - SEGAFREDO,89H 18' 01'',+ 00H 13' 13'',3525
2016,12, SERGIO LUIS HENAO MONTOYA,2,TEAM SKY,89H 23' 39'',+ 00H 18' 51'',3525
2016,13, FABIO ARU,21,ASTANA PRO TEAM,89H 24' 08'',+ 00H 19' 20'',3525
2016,14, SÉBASTIEN REICHENBACH,126,FDJ,89H 29' 47'',+ 00H 24' 59'',3525
2016,15, GERAINT THOMAS,9,TEAM SKY,89H 33' 19'',+ 00H 28' 31'',3525
2016,16, PIERRE ROLLAND,81,CANNONDALE DRAPAC TEAM,89H 35' 30'',+ 00H 30' 42'',3525
2016,17, MIKEL NIEVE ITURRALDE,5,TEAM SKY,89H 43' 18'',+ 00H 38' 30'',3525
2016,18, STEF CLEMENT,72,IAM CYCLING,89H 43' 45'',+ 00H 38' 57'',3525
2016,19, JARLINSON PANTANO GOMEZ,79,IAM CYCLING,89H 43' 47'',+ 00H 38' 59'',3525
2016,20, ALEXIS VUILLERMOZ,49,AG2R LA MONDIALE,89H 47' 16'',+ 00H 42' 28'',3525
2016,21, EMANUEL BUCHMANN,131,BORA-ARGON 18,89H 52' 28'',+ 00H 47' 40'',3525
2016,22, DAMIANO CARUSO,94,BMC RACING TEAM,89H 53' 11'',+ 00H 48' 23'',3525
2016,23, WARREN BARGUIL,111,TEAM GIANT-ALPECIN,89H 57' 02'',+ 00H 52' 14'',3525
2016,24, HAIMAR ZUBELDIA,69,TREK - SEGAFREDO,89H 57' 54'',+ 00H 53' 06'',3525
2016,25, ILNUR ZAKARIN,149,TEAM KATUSHA,90H 01' 21'',+ 00H 56' 33'',3525
2016,26, TANEL KANGERT,25,ASTANA PRO TEAM,90H 08' 47'',+ 01H 03' 59'',3525
2016,27, RAFAL MAJKA,37,TINKOFF,90H 09' 13'',+ 01H 04' 25'',3525
2016,28, WOUT POELS,6,TEAM SKY,90H 11' 45'',+ 01H 06' 57'',3525
2016,29, TEJAY VAN GARDEREN,99,BMC RACING TEAM,90H 16' 54'',+ 01H 12' 06'',3525
2016,30, VINCENZO NIBALI,22,ASTANA PRO TEAM,90H 24' 47'',+ 01H 19' 59'',3525
2016,31, DANIEL MORENO FERNANDEZ,18,MOVISTAR TEAM,90H 25' 48'',+ 01H 21' 00'',3525
2016,32, WILCO KELDERMAN,51,TEAM LOTTO NL - JUMBO,90H 29' 26'',+ 01H 24' 38'',3525
2016,33, DOMENICO POZZOVIVO,48,AG2R LA MONDIALE,90H 30' 02'',+ 01H 25' 14'',3525
2016,34, FRANK SCHLECK,65,TREK - SEGAFREDO,90H 32' 27'',+ 01H 27' 39'',3525
2016,35, MIKEL LANDA MEANA,4,TEAM SKY,90H 37' 07'',+ 01H 32' 19'',3525
2016,36, STEVE MORABITO,124,FDJ,90H 43' 18'',+ 01H 38' 30'',3525
2016,37, DIEGO ROSA,27,ASTANA PRO TEAM,90H 51' 24'',+ 01H 46' 36'',3525
2016,38, DARYL IMPEY,205,ORICA-BIKEEXCHANGE,90H 55' 39'',+ 01H 50' 51'',3525
2016,39, BARTOSZ HUZARSKI,136,BORA-ARGON 18,91H 00' 16'',+ 01H 55' 28'',3525
2016,40, THOMAS DE GENDT,163,LOTTO SOUDAL,91H 03' 33'',+ 01H 58' 45'',3525
2016,41, JULIAN ALAPHILIPPE,182,ETIXX-QUICK STEP,91H 04' 57'',+ 02H 00' 09'',3525
2016,42, SERGE PAUWELS,107,TEAM DIMENSION DATA,91H 05' 26'',+ 02H 00' 38'',3525
2016,43, SYLVAIN CHAVANEL,172,DIRECT ENERGIE,91H 07' 41'',+ 02H 02' 53'',3525
2016,44, GREG VAN AVERMAET,98,BMC RACING TEAM,91H 11' 01'',+ 02H 06' 13'',3525
2016,45, AMAEL MOINARD,96,BMC RACING TEAM,91H 11' 24'',+ 02H 06' 36'',3525
2016,46, PETER STETINA,66,TREK - SEGAFREDO,91H 12' 10'',+ 02H 07' 22'',3525
2016,47, JON IZAGUIRRE INSAUSTI,17,MOVISTAR TEAM,91H 14' 37'',+ 02H 09' 49'',3525
2016,48, LUIS LEÓN SANCHEZ,28,ASTANA PRO TEAM,91H 15' 13'',+ 02H 10' 25'',3525
2016,49, RUI COSTA,151,LAMPRE - MERIDA,91H 16' 30'',+ 02H 11' 42'',3525
2016,50, JAN BAKELANTS,42,AG2R LA MONDIALE,91H 18' 35'',+ 02H 13' 47'',3525
2016,51, KRISTIJAN ÐURASEK,155,LAMPRE - MERIDA,91H 20' 04'',+ 02H 15' 16'',3525
2016,52, JAKOB FUGLSANG,23,ASTANA PRO TEAM,91H 22' 04'',+ 02H 17' 16'',3525
2016,53, GEORGE BENNETT,52,TEAM LOTTO NL - JUMBO,91H 22' 53'',+ 02H 18' 05'',3525
2016,54, JAN POLANC,159,LAMPRE - MERIDA,91H 23' 12'',+ 02H 18' 24'',3525
2016,55, LUIS ANGEL MATE MARDONES,198,"COFIDIS, SOLUTIONS CREDITS",91H 26' 05'',+ 02H 21' 17'',3525
2016,56, GEORG PREIDLER,116,TEAM GIANT-ALPECIN,91H 30' 33'',+ 02H 25' 45'',3525
2016,57, MIKAEL CHEREL,43,AG2R LA MONDIALE,91H 32' 33'',+ 02H 27' 45'',3525
2016,58, ROBERT KIŠERLOVSKI,35,TINKOFF,91H 32' 54'',+ 02H 28' 06'',3525
2016,59, EDUARDO SEPULVEDA,211,FORTUNEO - VITAL CONCEPT,91H 33' 15'',+ 02H 28' 27'',3525
2016,60, FABRICE JEANDESBOZ,175,DIRECT ENERGIE,91H 44' 05'',+ 02H 39' 17'',3525
2016,61, BEN GASTAUER,45,AG2R LA MONDIALE,91H 45' 53'',+ 02H 41' 05'',3525
2016,62, ALEXEY LUTSENKO,26,ASTANA PRO TEAM,91H 46' 40'',+ 02H 41' 52'',3525
2016,63, ANTHONY ROUX,127,FDJ,91H 48' 39'',+ 02H 43' 51'',3525
2016,64, MARTIN ELMIGER,74,IAM CYCLING,91H 48' 49'',+ 02H 44' 01'',3525
2016,65, PATRICK KONRAD,137,BORA-ARGON 18,91H 51' 20'',+ 02H 46' 32'',3525
2016,66, SIMON GESCHKE,115,TEAM GIANT-ALPECIN,91H 52' 20'',+ 02H 47' 32'',3525
2016,67, ALBERTO LOSADA ALGUACIL,145,TEAM KATUSHA,91H 52' 50'',+ 02H 48' 02'',3525
2016,68, CYRIL GAUTIER,46,AG2R LA MONDIALE,91H 54' 37'',+ 02H 49' 49'',3525
2016,69, WINNER ANDREW ANACONA,13,MOVISTAR TEAM,91H 55' 11'',+ 02H 50' 23'',3525
2016,70, BRICE FEILLU,214,FORTUNEO - VITAL CONCEPT,91H 55' 37'',+ 02H 50' 49'',3525
2016,71, TONY GALLOPIN,165,LOTTO SOUDAL,91H 56' 11'',+ 02H 51' 23'',3525
2016,72, RUBEN PLAZA MOLINA,208,ORICA-BIKEEXCHANGE,91H 57' 58'',+ 02H 53' 10'',3525
2016,73, LAURENS TEN DAM,118,TEAM GIANT-ALPECIN,91H 58' 10'',+ 02H 53' 22'',3525
2016,74, PAOLO TIRALONGO,29,ASTANA PRO TEAM,92H 03' 00'',+ 02H 58' 12'',3525
2016,75, JÉRÔME COPPEL,73,IAM CYCLING,92H 03' 36'',+ 02H 58' 48'',3525
2016,76, MICHAEL SCHÄR,97,BMC RACING TEAM,92H 05' 42'',+ 03H 00' 54'',3525
2016,77, MICHAEL VALGREN,39,TINKOFF,92H 06' 10'',+ 03H 01' 22'',3525
2016,78, ARTHUR VICHOT,129,FDJ,92H 06' 58'',+ 03H 02' 10'',3525
2016,79, THOMAS VOECKLER,179,DIRECT ENERGIE,92H 07' 23'',+ 03H 02' 35'',3525
2016,80, NELSON OLIVEIRA,19,MOVISTAR TEAM,92H 09' 41'',+ 03H 04' 53'',3525
2016,81, ROMAIN SICARD,177,DIRECT ENERGIE,92H 13' 59'',+ 03H 09' 11'',3525
2016,82, TOM-JELTE SLAGTER,88,CANNONDALE DRAPAC TEAM,92H 14' 07'',+ 03H 09' 19'',3525
2016,83, OLIVER NAESEN,78,IAM CYCLING,92H 16' 16'',+ 03H 11' 28'',3525
2016,84, CHRIS ANKER SORENSEN,218,FORTUNEO - VITAL CONCEPT,92H 17' 40'',+ 03H 12' 52'',3525
2016,85, DANIEL TEKLEHAIMANOT,109,TEAM DIMENSION DATA,92H 18' 55'',+ 03H 14' 07'',3525
2016,86, ANDREY GRIVKO,24,ASTANA PRO TEAM,92H 19' 19'',+ 03H 14' 31'',3525
2016,87, ARNOLD JEANNESSON,195,"COFIDIS, SOLUTIONS CREDITS",92H 23' 02'',+ 03H 18' 14'',3525
2016,88, JAN BARTA,133,BORA-ARGON 18,92H 24' 32'',+ 03H 19' 44'',3525
2016,89, MARCUS BURGHARDT,93,BMC RACING TEAM,92H 25' 10'',+ 03H 20' 22'',3525
2016,90, ANTHONY DELAPLACE,213,FORTUNEO - VITAL CONCEPT,92H 25' 57'',+ 03H 21' 09'',3525
2016,91, DYLAN VAN BAARLE,89,CANNONDALE DRAPAC TEAM,92H 28' 03'',+ 03H 23' 15'',3525
